kodepemda,namapemda,idperiode,kodebidang,uraibidang,kodeprogram,uraiprogram,kodekegiatan,uraikegiatan,kodesubkegiatan,uraisubkegiatan,kodeskpd,uraiskpd,kodesubkegiatan_indikator,uraisubkegiatan_indikator,satuan,kinerja,volume_awal,volume_0,volume_1,volume_2,volume_3,volume_4,volume_5,volume_6,volume_7,pagu_awal,pagu1,pagu2,pagu3,pagu4,pagu5,pagu6,pagu7
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0003,Penyediaan Alat Bantu,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647033,Jumlah Orang yang Mendapatkan Alat Bantu dan Alat Bantu Peraga Sesuai kebutuhan Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Alat Bantu dan Alat Bantu Peraga Sesuai Kebutuhan Kewenangan Kabupaten/Kota,15,15,15,15,15,15,15,,,,4700000.0,49590000.0,5170000.0,54549000.0,5687000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0004,Pemberian Pelayanan Reunifikasi Keluarga,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,672931,Jumlah Orang yang Mendapatkan Pelayanan Reunifikasi Keluarga Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Pelayanan Reunifikasi Keluarga Kewenangan Kabupaten/Kota,1,1,1,1,1,1,1,,,,12760000.0,12760000.0,12760000.0,12760000.0,12760000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0005,"Pemberian Bimbingan Fisik, Mental, Spiritual, dan Sosial",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,672931,"Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Kabupaten/Kota",Orang,"Terlaksananya Pemberian Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Kabupaten/Kota",65,58,58,58,58,58,58,,,,528593720.0,528593720.0,528593720.0,528593720.0,528593720.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0005,"Pemberian Bimbingan Fisik, Mental, Spiritual, dan Sosial",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,672940,"Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Kabupaten/Kota",Orang,"Terlaksananya Pemberian Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Kabupaten/Kota",22,20,20,20,20,20,20,,,,228763000.0,228763000.0,228763000.0,228763000.0,228763000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0006,"Pemberian Bimbingan Sosial kepada Keluarga Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis dan Masyarakat",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647033,"Jumlah Peserta Bimbingan Sosial kepada Keluarga Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis dan Masyarakat Kewenangan Kabupaten/Kota",Orang,"Terlaksananya Pemberian Bimbingan Sosial kepada Keluarga Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis dan Masyarakat Kewenangan Kabupaten/Kota",260,265,230,230,230,230,230,,,,66251000.0,72876100.0,80163710.0,88180081.0,96998089.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0008,Pemberian Akses ke Layanan Pendidikan dan Kesehatan Dasar,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647033,Jumlah Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Kabupaten/Kota,200,40,40,40,40,40,40,,,,200390000.0,220429000.0,242471900.0,266719090.0,293390999.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0008,Pemberian Akses ke Layanan Pendidikan dan Kesehatan Dasar,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,672940,Jumlah Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Kabupaten/Kota,22,20,20,20,20,20,20,,,,157732900.0,157732900.0,157732900.0,157732900.0,157732900.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0010,Pemberian Layanan Kedaruratan,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,656905,Jumlah Orang yang Mendapatkan Pelayanan Kedaruratan Kewenangan Kabupaten/Kota,Orang,Terlaksananya Pemberian Layanan Kedaruratan Kewenangan Kabupaten/Kota,,,25,25,25,25,25,,,,23802500.0,26182750.0,28801025.0,31681127.0,34849240.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0011,Pemberian Pelayanan Penelusuran Keluarga,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647033,Jumlah Orang yang Mendapatkan Pelayanan Penelusuran Keluarga Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Pelayanan Penelusuran Keluarga Kewenangan Kabupaten/Kota,5,5,5,5,5,5,5,,,,3060000.0,3366000.0,3702600.0,4072860.0,4480146.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0012,Pemberian Layanan Rujukan,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647033,Jumlah Orang Mendapatkan Layanan Rujukan Kewenangan Kabupaten/Kota,Orang,Terlaksananya Pemberian Layanan Rujukan Kewenangan Kabupaten/Kota,350,20,10,10,10,10,10,,,,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.01,"Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",1.06.04.2.01.0014,"Fasilitasi Pembuatan Dokumen Kependudukan bagi Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, Gelandangan dan Pengemis Kewenangan Kabupaten/Kota",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647033,"Jumlah Orang yang Terpenuhi Kebutuhan Pembuatan Dokumen Kependudukan bagi Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, Gelandangan dan Pengemis Kewenangan Kabupaten/Kota",Orang,"Terpenuhinya Orang yang Membutuhkan Pembuatan Dokumen Kependudukan bagi Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, Gelandangan dan Pengemis Kewenangan Kabupaten/Kota",,,2,2,2,2,2,,,,8970000.0,8970000.0,8970000.0,8970000.0,8970000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.02,Rehabilitasi Sosial Penyandang Masalah Kesejahteraan Sosial (PMKS) Lainnya Bukan Korban HIV/AIDS dan NAPZA di Luar Panti Sosial,1.06.04.2.02.0002,Pemberian Layanan Kedaruratan,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647077,Jumlah Orang yang Mendapatkan Pelayanan Kedaruratan Kewenangan Kabupaten/Kota,Orang,Terlaksananya Pemberian Layanan Kedaruratan Kewenangan Kabupaten/Kota,500,500,700,700,700,700,700,,,,64253475.0,64253475.0,64253475.0,64253475.0,64253475.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.02,Rehabilitasi Sosial Penyandang Masalah Kesejahteraan Sosial (PMKS) Lainnya Bukan Korban HIV/AIDS dan NAPZA di Luar Panti Sosial,1.06.04.2.02.0007,"Pemberian Bimbingan Fisik, Mental, Spiritual, dan Sosial",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647060,"Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Kabupaten/Kota",Orang,"Terlaksananya Pemberian Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Kabupaten/Kota",55,195,230,230,230,230,230,,,,213400000.0,234740000.0,258214000.0,284035400.0,312438940.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.04,PROGRAM REHABILITASI SOSIAL,1.06.04.2.02,Rehabilitasi Sosial Penyandang Masalah Kesejahteraan Sosial (PMKS) Lainnya Bukan Korban HIV/AIDS dan NAPZA di Luar Panti Sosial,1.06.04.2.02.0010,Pemberian Akses ke Layanan Pendidikan dan Kesehatan Dasar,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647060,Jumlah Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Kabupaten/Kota,150,30,150,150,150,150,150,,,,238416000.0,238416000.0,238416000.0,238416000.0,238416000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.05,PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL,1.06.05.2.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota,1.06.05.2.02.0001,Pendataan Fakir Miskin Cakupan Daerah Kabupaten/Kota,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,667556,Jumlah Fakir Miskin Cakupan Daerah Kabupaten/Kota yang Didata,Orang,Terlaksananya Pendataan Fakir Miskin Cakupan Daerah Kabupaten/Kota,144101,144101,144101,144101,144101,144101,144101,,,,1140585500.0,1126532672.0,1118434572.0,1109432111.0,1111473281.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.05,PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL,1.06.05.2.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota,1.06.05.2.02.0004,Fasilitasi Bantuan Pengembangan Ekonomi Masyarakat,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,646574,Jumlah Orang Mendapatkan Bantuan Pengembangan Ekonomi Masyarakat Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Bantuan Pengembangan Ekonomi Masyarakat Kewenangan Kabupaten/Kota,3670,3670,1498,1498,1498,1498,1498,,,,347835000.0,382618500.0,420880350.0,462968385.0,509265223.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.05,PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL,1.06.05.2.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota,1.06.05.2.02.0006,Fasilitasi Bantuan Sosial Kesejahteraan Keluarga,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649080,Jumlah Penerima Manfaat (PM) yang Mendapatkan Bantuan Sosial Kesejahteraan Keluarga Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Penerima Manfaat (PM) yang Mendapatkan Bantuan Sosial Kesejahteraan Keluarga Kewenangan Kabupaten/Kota,38183,38183,33507,33507,33507,33507,33507,,,,217387000.0,239125700.0,263038270.0,289342097.0,318276306.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.05,PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL,1.06.05.2.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota,1.06.05.2.02.0009,Fasilitasi Bantuan Jaminan Sosial bagi Pekerja Rentan Miskin,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,667575,Jumlah Pekerja Rentan Miskin yang Mendapatkan Bantuan  Jaminan Sosial Ketenagakerjaan Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Pekerja Rentan Miskin yang Mendapatkan Bantuan  Jaminan Sosial Ketenagakerjaan Kewenangan Kabupaten/Kota,1898,1898,1898,1898,1898,1898,1898,,,,382000000.0,382000000.0,382000000.0,382000000.0,382000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.06,PROGRAM PENANGANAN BENCANA,1.06.06.2.01,Perlindungan Sosial Korban Bencana Alam dan Sosial Kabupaten/Kota,1.06.06.2.01.0001,Penyediaan Makanan,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,646668,Jumlah Orang yang Mendapatkan Permakanan 3x1 Hari dalam Masa Tanggap Darurat (Pengungsian) Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Permakanan 3x1 Hari dalam Masa Tanggap Darurat (Pengungsian) Kewenangan Kabupaten/Kota,100,100,100,100,100,100,100,,,,154623000.0,160000000.0,170000000.0,180000000.0,190000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.06,PROGRAM PENANGANAN BENCANA,1.06.06.2.01,Perlindungan Sosial Korban Bencana Alam dan Sosial Kabupaten/Kota,1.06.06.2.01.0004,Penanganan Khusus bagi Kelompok Rentan,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,646668,Jumlah Orang yang Mendapatkan Penanganan Khusus bagi Kelompok Rentan Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Orang yang Mendapatkan Penanganan Khusus bagi Kelompok Rentan Kewenangan Kabupaten/Kota,65,65,65,65,65,65,65,,,,3100000.0,3800000.0,4500000.0,5200000.0,5900000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.06,PROGRAM PENANGANAN BENCANA,1.06.06.2.01,Perlindungan Sosial Korban Bencana Alam dan Sosial Kabupaten/Kota,1.06.06.2.01.0005,Pelayanan Dukungan Psikososial,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,646668,Jumlah Korban Bencana yang Mendapatkan Layanan Dukungan Psikososial Kewenangan Kabupaten/Kota,Orang,Terpenuhinya Pelayanan Dukungan Psikososial bagi Korban Bencana Kewenangan Kabupaten/Kota,65,65,65,65,65,65,65,,,,660000.0,710000.0,780000.0,850000.0,930000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.06,PROGRAM PENANGANAN BENCANA,1.06.06.2.02,Penyelenggaraan Pemberdayaan Masyarakat Terhadap Kesiapsiagaan Bencana Kabupaten/Kota,1.06.06.2.02.0001,"Koordinasi, Sosialisasi dan Pelaksanaan Kampung Siaga Bencana",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,646675,"Jumlah Kampung yang Melaksanakan Koordinasi, Sosialisasi dan Pelaksanaan Kampung Siaga Bencana Kewenangan Kabupaten/Kota",Kampung,"Terlaksananya Kampung yang Melaksanakan Koordinasi, Sosialisasi dan Pelaksanaan Kampung Siaga Bencana Kewenangan Kabupaten/Kota",3,3,3,3,3,3,3,,,,4350000.0,4600000.0,4900000.0,5300000.0,5500000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.06,PROGRAM PENANGANAN BENCANA,1.06.06.2.02,Penyelenggaraan Pemberdayaan Masyarakat Terhadap Kesiapsiagaan Bencana Kabupaten/Kota,1.06.06.2.02.0002,"Koordinasi, Sosialisasi dan Pelaksanaan Taruna Siaga Bencana",1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,646675,"Jumlah Orang yang Melaksanakan Koordinasi, Sosialisasi dan Pelaksanaan Taruna Siaga Bencana Kewenangan Kabupaten/Kota",Orang,"Terpenuhinya Orang yang Melaksanakan Koordinasi, Sosialisasi dan Pelaksanaan Taruna Siaga Bencana Kewenangan Kabupaten/Kota",69,69,69,69,69,69,69,,,,318029650.0,321431044.0,322811888.0,325316047.0,332127649.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.02,PROGRAM PERENCANAAN TENAGA KERJA,2.07.02.2.01,Penyusunan Rencana Tenaga Kerja (RTK),2.07.02.2.01.0001,Penyusunan Rencana Tenaga Kerja Makro,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,647135,Jumlah Dokumen Rencana Tenaga Kerja Makro,Dokumen,Tersusunnya Rencana Tenaga Kerja Makro,1,1,1,1,1,1,1,,,,221311700.0,225813033.0,231544588.0,237839277.0,246029368.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.03,PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,2.07.03.2.01,Pelaksanaan Pelatihan berdasarkan Unit Kompetensi,2.07.03.2.01.0001,Proses Pelaksanaan Pendidikan dan Pelatihan Keterampilan bagi Pencari Kerja berdasarkan Klaster Kompetensi,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649205,Jumlah Tenaga Kerja yang Mendapat Pelatihan Berbasis Kompetensi pada Tahun n,Orang,Terlaksananya Proses Pendidikan dan Pelatihan Keterampilan bagi Pencari Kerja berdasarkan Klaster Kompetensi,344,344,344,344,344,344,344,,,,1748406930.0,1768756307.0,1798227050.0,1833805747.0,1885040259.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.03,PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,2.07.03.2.02,Pembinaan Lembaga Pelatihan Kerja Swasta,2.07.03.2.02.0001,Pembinaan Lembaga Pelatihan Kerja Swasta,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649210,Jumlah Lembaga Pelatihan Kerja Swasta yang Dibina,Lembaga,Terlaksananya Pembinaan Lembaga Pelatihan Kerja Swasta,30,30,30,30,30,30,30,,,,190000000.0,209000000.0,228000000.0,247000000.0,266000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.03,PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,2.07.03.2.04,Konsultansi Produktivitas pada Perusahaan Kecil,2.07.03.2.04.0001,Pelaksanaan Konsultasi Produktivitas kepada Perusahaan Kecil,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649223,Jumlah Perusahaan Kecil yang Mendapat Konsultansi Peningkatan Produktivitas,Perusahaan,Terlaksananya Konsultasi Produktivitas kepada Perusahaan Kecil,20,20,20,20,20,20,20,,,,14390000.0,15000000.0,17000000.0,18000000.0,20000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.03,PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,2.07.03.2.05,Pengukuran Produktivitas Tingkat Daerah Kabupaten/Kota,2.07.03.2.05.0001,Pengukuran Kompetensi dan Produktivitas Tenaga Kerja,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649226,Jumlah Dokumen Hasil Pengukuran Produktivitas dan Daya Saing Tenaga Kerja di Tingkat Daerah,Dokumen,Terlaksananya Pengukuran Kompetensi dan Produktivitas Tenaga Kerja,5,5,5,5,5,5,5,,,,14895000.0,15400000.0,15900000.0,16300000.0,16900000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,2.07.04.2.01,Pelayanan antar Kerja di Daerah Kabupaten/Kota,2.07.04.2.01.0003,Penyuluhan dan Bimbingan Jabatan bagi Pencari Kerja,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649279,Jumlah Pencari Kerja yang Mendapatkan Penyuluhan dan Bimbingan Jabatan,Orang,Terlaksananya Penyuluhan dan Bimbingan Jabatan bagi Pencari Kerja,550,550,550,550,550,550,550,,,,12440000.0,13000000.0,14000000.0,16000000.0,18000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,2.07.04.2.01,Pelayanan antar Kerja di Daerah Kabupaten/Kota,2.07.04.2.01.0004,Penyelenggaraan Unit Layanan Disabilitas Ketenagakerjaan,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,667610,Jumlah Tenaga Kerja Disabilitas yang Mendapatkan Fasilitasi Layanan ULD,Orang,Terselenggaranya Unit Layanan Disabilitas Ketenagakerjaan,230,230,230,230,230,230,230,,,,23000000.0,25000000.0,27000000.0,29000000.0,30000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,2.07.04.2.01,Pelayanan antar Kerja di Daerah Kabupaten/Kota,2.07.04.2.01.0005,Perluasan Kesempatan Kerja,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,667610,Jumlah Tenaga Kerja yang Diberdayakan Melalui program Perluasan Kesempatan Kerja,Orang,Terwujudnya Perluasan Kesempatan Kerja,362,362,362,362,362,362,362,,,,1600000000.0,1670801225.0,1696410079.0,1725843954.0,1772517926.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,2.07.04.2.03,Pengelolaan Informasi Pasar Kerja,2.07.04.2.03.0002,Pelayanan dan Penyediaan Informasi Pasar Kerja Online,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649299,Jumlah Pencari dan Pemberi Kerja yang Terdaftar dalam Pasar Kerja Melalui Sistem Online (Karir Hub),Orang,Terselenggaranya Pelayanan dan Penyediaan Informasi Pasar Kerja Online,100,100,100,100,100,100,100,,,,102871900.0,113000000.0,123000000.0,133000000.0,144000000.0,0.0,0.0
3471,KOTA YOGYAKARTA,20252029,2.07,URUSAN PEMERINTAHAN BIDANG TENAGA KERJA,2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,2.07.04.2.03,Pengelolaan Informasi Pasar Kerja,2.07.04.2.03.0003,Job Fair/Bursa Kerja,1.06.2.07.3.32.01.0000,Dinas Sosial Tenaga Kerja dan Transmigrasi,649299,Jumlah Pencari Kerja yang Mendapatkan Pekerjaan Melalui Job Fair/Bursa Kerja,Orang,Terlaksananya Job Fair/Bursa Kerja,50,50,50,50,50,50,50,,,,98500000.0,108000000.0,118000000.0,128000000.0,137000000.0,0.0,0.0
